fid,ID,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,birth year,gender
"15873","39184",2020/7/6 20:06,2020/7/6 20:08,"3521",Lenox Ave & W 111 St,40.7987859,-73.9523,Lenox Ave & W 115 St,40.8011939,-73.9500739,"1996","1"
"15874","39189",2020/7/6 20:06,2020/7/6 20:20,"3812",University Pl & E 14 St,40.734814,-73.992085,W 42 St & 6 Ave,40.75492,-73.98455,"1970","1"
"15875","39191",2020/7/6 20:06,2020/7/6 20:36,"3690",Park Pl & Church St,40.71334184,-74.00935516,Old Fulton St,40.70277159,-73.99383605,"1988","2"
"15876","39192",2020/7/6 20:06,2020/7/6 20:09,"399",Lafayette Ave & St James Pl,40.68851534,-73.9647628,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,"1972","2"
"15877","39196",2020/7/6 20:06,2020/7/6 21:44,"465",Broadway & W 41 St,40.75513557,-73.98658032,W 38 St & 8 Ave,40.75466591,-73.99138152,"1969","0"
"15879","39210",2020/7/6 20:07,2020/7/6 20:15,"3809",W 55 St & 6 Ave,40.763189,-73.978434,W 59 St & West End Ave,40.771771,-73.990625,"1986","1"
"15880","39211",2020/7/6 20:07,2020/7/6 20:09,"3526",31 St & 23 Ave,40.7747878,-73.9125551,31 St & Hoyt Ave N,40.7711528,-73.9170074,"1991","0"
"15881","39212",2020/7/6 20:07,2020/7/6 20:13,"3746",6 Ave & Broome St,40.72430832,-74.00473036,Washington Pl & 6 Ave,40.73224119,-74.00026394,"1990","1"
"15882","39213",2020/7/6 20:07,2020/7/6 20:13,"3746",6 Ave & Broome St,40.72430832,-74.00473036,Washington Pl & 6 Ave,40.73224119,-74.00026394,"1993","2"
"15883","39216",2020/7/6 20:07,2020/7/6 20:15,"3168",Central Park West & W 85 St (old),40.78472675,-73.96961715,E 84 St & 1 Ave,40.77565541,-73.95068615,"1981","1"
"15885","39221",2020/7/6 20:07,2020/7/6 20:21,"3842",Bushwick Ave & Dekalb Ave,40.69502,-73.92825,Cedar St & Evergreen Ave,40.69671,-73.92807,"1991","1"
"15886","39222",2020/7/6 20:07,2020/7/6 20:13,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 22 St & 10 Ave,40.74691959,-74.00451887,"1988","1"
"15887","39225",2020/7/6 20:07,2020/7/6 20:17,"251",Mott St & Prince St,40.72317958,-73.99480012,Avenue D & E 3 St,40.72082834,-73.97793172,"1959","2"
"15889","39236",2020/7/6 20:07,2020/7/6 20:11,"116",W 17 St & 8 Ave,40.74177603,-74.00149746,W 22 St & 10 Ave,40.74691959,-74.00451887,"1983","1"
"15890","39239",2020/7/6 20:07,2020/7/6 20:36,"3799",6 Ave & W 34 St,40.74964,-73.98805,E 85 St & 3 Ave,40.77801203,-73.95407149,"1965","1"
"15891","39244",2020/7/6 20:07,2020/7/6 20:18,"494",W 26 St & 8 Ave,40.74734825,-73.99723551,10 Ave & W 28 St,40.75066386,-74.00176802,"1973","1"
"15892","39247",2020/7/6 20:07,2020/7/6 20:10,"525",W 34 St & 11 Ave,40.75594159,-74.0021163,11 Ave & W 41 St,40.76030096,-73.99884222,"1986","1"
"15894","39250",2020/7/6 20:07,2020/7/6 20:54,"3416",7 Ave & Park Pl,40.6776147,-73.97324283,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,"1993","2"
"15895","39257",2020/7/6 20:07,2020/7/6 20:26,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,E 39 St & 2 Ave,40.74780373,-73.9734419,"1984","2"
"15896","39261",2020/7/6 20:07,2020/7/6 20:12,"3379",E 103 St & Lexington Ave,40.7903051,-73.94755757,E 106 St & 1 Ave,40.7892529,-73.93956237,"1983","1"
"15897","39264",2020/7/6 20:08,2020/7/6 20:09,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,E 10 St & Avenue A,40.72740794,-73.98142006,"1993","1"
"15898","39272",2020/7/6 20:08,2020/7/6 20:47,"3552",W 113 St & Broadway,40.805973,-73.964928,Mercer St & Bleecker St,40.72706363,-73.99662137,"1993","1"
"15900","39274",2020/7/6 20:08,2020/7/6 20:10,"3080",S 4 St & Rodney St,40.70934,-73.95608,S 5 Pl & S 5 St,40.710451,-73.960876,"1985","1"
"15903","39286",2020/7/6 20:08,2020/7/6 20:16,"379",W 31 St & 7 Ave,40.749156,-73.9916,E 31 St & 3 Ave,40.74394314,-73.97966069,"1997","1"
"15904","39291",2020/7/6 20:08,2020/7/6 20:20,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,Central Park West & W 72 St,40.77579377,-73.97620574,"1977","1"
"15905","39298",2020/7/6 20:08,2020/7/6 20:22,"519",Pershing Square North,40.751873,-73.977706,W 11 St & 6 Ave,40.73532427,-73.99800419,"1969","0"
"15906","39299",2020/7/6 20:08,2020/7/6 20:12,"3175",W 70 St & Amsterdam Ave,40.77748046,-73.98288594,W 63 St & Broadway,40.77163851,-73.98261428,"1970","1"
"15908","39302",2020/7/6 20:08,2020/7/6 20:50,"474",5 Ave & E 29 St,40.7451677,-73.98683077,6 Ave & W 34 St,40.74964,-73.98805,"1993","1"
"15909","39307",2020/7/6 20:08,2020/7/6 20:20,"403",E 2 St & 2 Ave,40.72502876,-73.99069656,Washington Pl & 6 Ave,40.73224119,-74.00026394,"1970","1"
"15910","39309",2020/7/6 20:08,2020/7/6 20:34,"3690",Park Pl & Church St,40.71334184,-74.00935516,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,"1974","1"
"15911","39310",2020/7/6 20:08,2020/7/6 20:15,"285",Broadway & E 14 St,40.73454567,-73.99074142,W Broadway & W Houston St,40.726378,-74.000472,"1985","2"
"15912","39313",2020/7/6 20:08,2020/7/6 20:16,"379",W 31 St & 7 Ave,40.749156,-73.9916,E 31 St & 3 Ave,40.74394314,-73.97966069,"1969","0"
"15913","39317",2020/7/6 20:08,2020/7/6 20:21,"305",E 58 St & 3 Ave,40.76095756,-73.96724467,Broadway & W 56 St,40.7652654,-73.98192338,"1993","1"
"15914","39319",2020/7/6 20:09,2020/7/6 21:12,"3056",Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,S 5 Pl & S 5 St,40.710451,-73.960876,"1996","1"
"15915","39323",2020/7/6 20:09,2020/7/6 20:15,"3809",W 55 St & 6 Ave,40.763189,-73.978434,8 Ave & W 52 St,40.76370739,-73.9851615,"1988","1"
"15916","39327",2020/7/6 20:09,2020/7/6 20:54,"496",E 16 St & 5 Ave,40.73726186,-73.99238967,Barrow St & Hudson St,40.73172428,-74.00674436,"1969","0"
"15917","39328",2020/7/6 20:09,2020/7/6 20:14,"3630",Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,"2003","1"
"15918","39329",2020/7/6 20:09,2020/7/6 20:22,"490",8 Ave & W 33 St,40.751551,-73.993934,E 51 St & 1 Ave,40.75455731,-73.96592976,"1986","1"
"15919","39330",2020/7/6 20:09,2020/7/6 20:22,"3154",E 77 St & 3 Ave,40.77314236,-73.95856158,E 47 St & 2 Ave,40.75323098,-73.97032517,"1969","0"
"15920","39331",2020/7/6 20:09,2020/7/6 20:34,"3360",Amsterdam Ave & W 79 St,40.7829391,-73.9786517,1 Ave & E 16 St,40.73221853,-73.98165557,"1971","1"
"15921","39336",2020/7/6 20:09,2020/7/6 20:16,"379",W 31 St & 7 Ave,40.749156,-73.9916,E 31 St & 3 Ave,40.74394314,-73.97966069,"1969","0"
"15922","39341",2020/7/6 20:09,2020/7/6 20:23,"468",Broadway & W 56 St,40.7652654,-73.98192338,E 77 St & 3 Ave,40.77314236,-73.95856158,"1970","1"
"15923","39347",2020/7/6 20:09,2020/7/6 20:15,"249",Harrison St & Hudson St,40.71870987,-74.0090009,John St & William St,40.70862144,-74.00722156,"1969","0"
"15924","39350",2020/7/6 20:09,2020/7/6 20:33,"264",Maiden Ln & Pearl St,40.70706456,-74.00731853,E 17 St & Broadway,40.73704984,-73.99009296,"1991","2"
"15926","39353",2020/7/6 20:09,2020/7/6 20:51,"260",Broad St & Bridge St,40.70365182,-74.01167797,West St & Liberty St,40.711444,-74.014847,"1970","1"
"15927","39356",2020/7/6 20:09,2020/7/6 20:11,"116",W 17 St & 8 Ave,40.74177603,-74.00149746,W 22 St & 8 Ave,40.74475148,-73.99915362,"1974","1"
"15928","39364",2020/7/6 20:09,2020/7/6 20:16,"503",E 20 St & Park Ave,40.73827428,-73.98751968,W 20 St & 11 Ave,40.746745,-74.007756,"1996","1"
"15930","39370",2020/7/6 20:09,2020/7/6 20:26,"168",W 18 St & 6 Ave,40.73971301,-73.99456405,W 59 St & West End Ave,40.771771,-73.990625,"1993","1"
"15931","39377",2020/7/6 20:10,2020/7/6 20:12,"3709",W 15 St & 6 Ave,40.73804614,-73.99642959,University Pl & E 14 St,40.734814,-73.992085,"1961","1"
"15932","39378",2020/7/6 20:10,2020/7/6 20:18,"3959",Edgecombe Ave & W 145 St,40.823498,-73.94386,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,"1896","2"
"15934","39385",2020/7/6 20:10,2020/7/6 20:23,"499",Broadway & W 60 St,40.76915505,-73.98191841,11 Ave & W 41 St,40.76030096,-73.99884222,"1984","1"
"15935","39389",2020/7/6 20:10,2020/7/6 20:41,"3553",Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,"1991","2"
"15936","39394",2020/7/6 20:10,2020/7/6 20:24,"499",Broadway & W 60 St,40.76915505,-73.98191841,11 Ave & W 41 St,40.76030096,-73.99884222,"1987","2"
"15937","39396",2020/7/6 20:10,2020/7/6 21:28,"533",Broadway & W 38 St,40.75299641,-73.98721619,W 42 St & Dyer Ave,40.75898481,-73.99379969,"1969","0"
"15938","39399",2020/7/6 20:10,2020/7/6 20:16,"3628",Lenox Ave & W 117 St,40.8025566,-73.9490782,E 110 St & Madison Ave,40.7961535,-73.94782145,"1985","1"
"15939","39400",2020/7/6 20:10,2020/7/6 21:00,"3423",West Drive & Prospect Park West,40.66106337,-73.97945255,Union St & Bedford Ave,40.6691783,-73.9554162,"1990","1"
"15940","39401",2020/7/6 20:10,2020/7/6 20:34,"505",6 Ave & W 33 St,40.74901271,-73.98848395,Grand St & Elizabeth St,40.718822,-73.99596,"1995","2"
"15942","39404",2020/7/6 20:10,2020/7/6 20:42,"3553",Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,"1969","0"
"15943","39412",2020/7/6 20:10,2020/7/6 20:18,"3812",University Pl & E 14 St,40.734814,-73.992085,Bank St & Hudson St,40.73652889,-74.00618026,"1962","2"
"15944","39414",2020/7/6 20:10,2020/7/6 20:37,"3517",31 St & Hoyt Ave N,40.7711528,-73.9170074,Crescent St & Broadway,40.7633589,-73.9286471,"1991","0"
"15945","39418",2020/7/6 20:10,2020/7/6 20:16,"297",E 15 St & 3 Ave,40.734232,-73.986923,2 Ave & E 31 St,40.74290902,-73.97706058,"1992","1"
"15946","39420",2020/7/6 20:10,2020/7/6 20:13,"3628",Lenox Ave & W 117 St,40.8025566,-73.9490782,Lenox Ave & W 126 St,40.808442,-73.9452087,"1996","1"
"15947","39422",2020/7/6 20:10,2020/7/6 20:22,"251",Mott St & Prince St,40.72317958,-73.99480012,W 20 St & 8 Ave,40.74345335,-74.00004031,"1987","1"
"15948","39424",2020/7/6 20:10,2020/7/6 20:42,"447",8 Ave & W 52 St,40.76370739,-73.9851615,Broadway & W 56 St,40.7652654,-73.98192338,"1984","1"
"15949","39434",2020/7/6 20:10,2020/7/6 20:19,"3799",6 Ave & W 34 St,40.74964,-73.98805,W 26 St & 8 Ave,40.74734825,-73.99723551,"1992","1"
"15950","39437",2020/7/6 20:10,2020/7/6 20:38,"3580",St Johns Pl & Washington Ave,40.6737236,-73.9631611,Wilson Ave & Moffat St,40.68906,-73.90506,"1991","2"
"15951","39438",2020/7/6 20:10,2020/7/6 20:21,"312",Allen St & Stanton St,40.722055,-73.989111,E 2 St & Avenue B,40.72217444,-73.98368779,"1990","1"
"15952","39439",2020/7/6 20:10,2020/7/6 20:18,"416",Cumberland St & Lafayette Ave,40.68753406,-73.97265183,Bond St & Fulton St,40.68962189,-73.98304269,"1969","0"
"15953","39440",2020/7/6 20:10,2020/7/6 20:27,"268",Howard St & Centre St,40.71910537,-73.99973337,E 39 St & 3 Ave,40.7489006,-73.97604882,"1985","1"
"15954","39447",2020/7/6 20:10,2020/7/6 20:59,"3167",Amsterdam Ave & W 73 St,40.77966809,-73.98093045,Macon St & Nostrand Ave,40.68098339,-73.95004798,"1986","1"
"15955","39450",2020/7/6 20:10,2020/7/6 20:24,"311",Norfolk St & Broome St,40.7172274,-73.98802084,Christopher St & Greenwich St,40.73291553,-74.00711384,"1987","2"
"15957","39457",2020/7/6 20:11,2020/7/6 20:38,"3168",Central Park West & W 85 St (old),40.78472675,-73.96961715,East End Ave & E 86 St,40.77518615,-73.94446054,"1982","2"
"15958","39461",2020/7/6 20:11,2020/7/6 20:45,"3409",Bergen St & Smith St,40.6867443,-73.99063168,Suydam St & Broadway,40.69544,-73.93223,"1978","2"
"15960","39466",2020/7/6 20:11,2020/7/6 20:34,"3131",E 68 St & 3 Ave,40.7671284,-73.96224618,Allen St & Rivington St,40.72019576,-73.98997825,"1994","1"
"15961","39469",2020/7/6 20:11,2020/7/6 20:19,"3580",St Johns Pl & Washington Ave,40.6737236,-73.9631611,West Drive & Prospect Park West,40.66106337,-73.97945255,"1964","1"
"15962","39474",2020/7/6 20:11,2020/7/6 20:20,"490",8 Ave & W 33 St,40.751551,-73.993934,E 19 St & 3 Ave,40.73624527,-73.98473765,"1976","1"
"15963","39475",2020/7/6 20:11,2020/7/6 21:23,"376",John St & William St,40.70862144,-74.00722156,William St & Pine St,40.70717936,-74.00887308,"1993","2"
"15964","39477",2020/7/6 20:11,2020/7/6 20:14,"265",Stanton St & Chrystie St,40.72229346,-73.99147535,Mott St & Prince St,40.72317958,-73.99480012,"1974","1"
"15965","39478",2020/7/6 20:11,2020/7/6 20:23,"466",W 25 St & 6 Ave,40.74395411,-73.99144871,1 Ave & E 16 St,40.73221853,-73.98165557,"1957","1"
"15966","39479",2020/7/6 20:11,2020/7/6 20:30,"3165",Central Park West & W 72 St,40.77579377,-73.97620574,W 84 St & Columbus Ave,40.78499979,-73.97283406,"1959","2"
"15967","39481",2020/7/6 20:11,2020/7/6 20:30,"492",W 33 St & 7 Ave,40.75019995,-73.99093085,E 85 St & 3 Ave,40.77801203,-73.95407149,"2001","1"
"15969","39484",2020/7/6 20:11,2020/7/6 20:20,"402",Broadway & E 22 St,40.7403432,-73.98955109,5 Ave & E 29 St,40.7451677,-73.98683077,"1978","1"
"15970","39492",2020/7/6 20:11,2020/7/6 20:28,"3453",Devoe St & Lorimer St,40.71335226,-73.94910336,Monroe St & Tompkins Ave,40.686203,-73.944694,"1969","0"
"15973","39500",2020/7/6 20:11,2020/7/6 20:18,"3630",Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,W 110 St & Amsterdam Ave,40.802692,-73.96295,"1985","2"
"15974","39502",2020/7/6 20:11,2020/7/6 20:17,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 22 St & 10 Ave,40.74691959,-74.00451887,"1977","1"
"15975","39504",2020/7/6 20:11,2020/7/6 20:16,"499",Broadway & W 60 St,40.76915505,-73.98191841,W 67 St & Broadway,40.77492513,-73.98266566,"1973","1"
"15976","39509",2020/7/6 20:12,2020/7/6 20:38,"399",Lafayette Ave & St James Pl,40.68851534,-73.9647628,Lewis Ave & Decatur St,40.6814598,-73.934903,"1975","2"
"15977","39511",2020/7/6 20:12,2020/7/6 20:32,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,Broadway & E 14 St,40.73454567,-73.99074142,"1990","1"
"15978","39512",2020/7/6 20:12,2020/7/6 20:25,"303",Mercer St & Spring St,40.72362738,-73.99949601,West St & Chambers St,40.71754834,-74.01322069,"1965","2"
"15979","39520",2020/7/6 20:12,2020/7/6 20:22,"3799",6 Ave & W 34 St,40.74964,-73.98805,11 Ave & W 41 St,40.76030096,-73.99884222,"1988","1"
"15980","39523",2020/7/6 20:12,2020/7/6 20:21,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Lenox Ave & W 111 St,40.7987859,-73.9523,"1996","2"
"15981","39524",2020/7/6 20:12,2020/7/6 20:35,"3738",Delancey St & Eldridge St,40.719383,-73.991479,Wyckoff St & Nevins St,40.683426,-73.984275,"1976","1"
"15982","39527",2020/7/6 20:12,2020/7/6 20:39,"447",8 Ave & W 52 St,40.76370739,-73.9851615,MacDougal St & Washington Sq,40.73226398,-73.99852205,"2001","2"
"15983","39528",2020/7/6 20:12,2020/7/6 20:31,"3905",4 Ave & E 12 St,40.732647,-73.99011,Carmine St & 6 Ave,40.73038599,-74.00214988,"1990","2"
"15984","39530",2020/7/6 20:12,2020/7/14 10:56,"3295",Central Park W & W 96 St,40.79127,-73.964839,E 106 St & Madison Ave,40.7934337,-73.94945003,"1976","2"
"15985","39532",2020/7/6 20:12,2020/7/6 20:14,"3674",Jay St & York St,40.70140317,-73.9867267,Sands St Gate,40.699569,-73.979827,"1970","1"
"15986","39533",2020/7/6 20:12,2020/7/6 20:39,"499",Broadway & W 60 St,40.76915505,-73.98191841,Barrow St & Hudson St,40.73172428,-74.00674436,"1992","2"
"15987","39534",2020/7/6 20:12,2020/7/6 20:19,"3113",Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,46 Ave & 5 St,40.74731,-73.95451,"1992","1"
"15988","39536",2020/7/6 20:12,2020/7/6 20:22,"3799",6 Ave & W 34 St,40.74964,-73.98805,11 Ave & W 41 St,40.76030096,-73.99884222,"1993","2"
"15989","39540",2020/7/6 20:12,2020/7/6 20:22,"3129",Queens Plaza North & Crescent St,40.75110165,-73.94073717,1 Ave & E 62 St,40.7612274,-73.96094022,"1994","2"
"15990","39542",2020/7/6 20:12,2020/7/7 0:42,"362",Broadway & W 37 St,40.75172632,-73.98753523,W 37 St & 5 Ave,40.75038009,-73.98338988,"1969","0"
"15991","39547",2020/7/6 20:12,2020/7/6 20:48,"297",E 15 St & 3 Ave,40.734232,-73.986923,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,"1991","1"
"15992","39548",2020/7/6 20:12,2020/7/6 20:24,"3168",Central Park West & W 85 St (old),40.78472675,-73.96961715,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,"1991","2"
"15993","39549",2020/7/6 20:12,2020/7/6 20:29,"446",W 24 St & 7 Ave,40.74487634,-73.99529885,W 42 St & Dyer Ave,40.75898481,-73.99379969,"1978","2"
"15994","39550",2020/7/6 20:12,2020/7/6 20:18,"229",Great Jones St,40.72743423,-73.99379025,E 11 St & Avenue B,40.72746421,-73.97950418,"1965","1"
"15995","39552",2020/7/6 20:12,2020/7/6 20:30,"146",Hudson St & Reade St,40.71625008,-74.0091059,9 Ave & W 22 St,40.7454973,-74.00197139,"1977","1"
"15996","39554",2020/7/6 20:12,2020/7/6 20:24,"3168",Central Park West & W 85 St (old),40.78472675,-73.96961715,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,"1983","1"
"15997","39555",2020/7/6 20:12,2020/7/6 20:49,"427",Bus Slip & State St,40.701907,-74.013942,South St & Whitehall St,40.70122128,-74.01234218,"1992","2"
"15998","39558",2020/7/6 20:12,2020/7/6 20:16,"3080",S 4 St & Rodney St,40.70934,-73.95608,S 5 Pl & S 5 St,40.710451,-73.960876,"1985","1"
"15999","39562",2020/7/6 20:12,2020/7/6 20:42,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,E 85 St & 3 Ave,40.77801203,-73.95407149,"1984","1"
"16000","39566",2020/7/6 20:12,2020/7/6 20:15,"3534",Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,"1987","2"
"16001","39577",2020/7/6 20:13,2020/7/7 0:42,"362",Broadway & W 37 St,40.75172632,-73.98753523,W 37 St & 5 Ave,40.75038009,-73.98338988,"1969","0"
"16003","39580",2020/7/6 20:13,2020/7/6 20:24,"330",Reade St & Broadway,40.71450451,-74.00562789,Mott St & Prince St,40.72317958,-73.99480012,"1961","1"
"16005","39601",2020/7/6 20:13,2020/7/6 20:19,"3167",Amsterdam Ave & W 73 St,40.77966809,-73.98093045,W 63 St & Broadway,40.77163851,-73.98261428,"1981","1"
"16006","39602",2020/7/6 20:13,2020/7/6 20:51,"3763",Wyckoff Av & Jefferson St,40.707165,-73.923711,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,"1992","1"
"16007","39605",2020/7/6 20:13,2020/7/6 20:21,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,Perry St & Greenwich Ave,40.735918,-74.000939,"1983","2"
"16008","39609",2020/7/6 20:13,2020/7/6 20:29,"503",E 20 St & Park Ave,40.73827428,-73.98751968,Murray St & Greenwich St,40.71485151,-74.01122332,"1966","2"
"16009","39610",2020/7/6 20:13,2020/7/6 20:16,"312",Allen St & Stanton St,40.722055,-73.989111,Mott St & Prince St,40.72317958,-73.99480012,"1983","1"
"16010","39612",2020/7/6 20:13,2020/7/6 20:18,"3711",E 13 St & Avenue A,40.72966729,-73.98067966,E 2 St & Avenue B,40.72217444,-73.98368779,"1982","2"
"16011","39615",2020/7/6 20:13,2020/7/6 20:32,"3383",Cathedral Pkwy & Broadway,40.804213,-73.96699104,Riverside Blvd & W 67 St,40.77750703,-73.98888588,"1983","1"
"16012","39616",2020/7/6 20:13,2020/7/6 21:00,"259",South St & Whitehall St,40.70122128,-74.01234218,W 56 St & 10 Ave,40.768254,-73.988639,"1984","1"
"16013","39620",2020/7/6 20:13,2020/7/6 20:40,"484",W 44 St & 5 Ave,40.75500254,-73.98014437,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,"1968","1"
"16014","39629",2020/7/6 20:13,2020/7/6 20:35,"519",Pershing Square North,40.751873,-73.977706,Gansevoort St & Hudson St,40.7394482,-74.00507033,"1998","1"
"16015","39630",2020/7/6 20:13,2020/7/6 20:26,"3812",University Pl & E 14 St,40.734814,-73.992085,E 5 St & Avenue C,40.72299208,-73.97995466,"1968","2"
"16016","39631",2020/7/6 20:13,2020/7/6 20:27,"3674",Jay St & York St,40.70140317,-73.9867267,Canal St & Rutgers St,40.71427487,-73.98990025,"1987","2"
"16017","39636",2020/7/6 20:14,2020/7/6 20:23,"3799",6 Ave & W 34 St,40.74964,-73.98805,E 27 St & 1 Ave,40.739445,-73.976806,"1992","1"
"16018","39637",2020/7/6 20:14,2020/7/6 20:21,"3463",E 16 St & Irving Pl,40.73536706,-73.98797393,Greenwich Ave & Charles St,40.735238,-74.000271,"1966","1"
"16019","39643",2020/7/6 20:14,2020/7/6 20:25,"499",Broadway & W 60 St,40.76915505,-73.98191841,Central Park W & W 96 St,40.79127,-73.964839,"1992","2"
"16020","39646",2020/7/6 20:14,2020/7/6 20:19,"446",W 24 St & 7 Ave,40.74487634,-73.99529885,W 22 St & 8 Ave,40.74475148,-73.99915362,"1953","1"
"16021","39648",2020/7/6 20:14,2020/7/6 20:18,"387",Centre St & Chambers St,40.71273266,-74.0046073,Harrison St & Hudson St,40.71870987,-74.0090009,"1967","1"
"16022","39650",2020/7/6 20:14,2020/7/6 20:40,"3129",Queens Plaza North & Crescent St,40.75110165,-73.94073717,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,"1964","1"
"16023","39651",2020/7/6 20:14,2020/7/6 21:29,"533",Broadway & W 38 St,40.75299641,-73.98721619,W 42 St & Dyer Ave,40.75898481,-73.99379969,"2002","2"
"16024","39652",2020/7/6 20:14,2020/7/6 20:24,"3435",Grand St & Elizabeth St,40.718822,-73.99596,Allen St & Stanton St,40.722055,-73.989111,"1979","2"
"16025","39655",2020/7/6 20:14,2020/7/6 20:29,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,Canal St & Rutgers St,40.71427487,-73.98990025,"1995","1"
"16026","39656",2020/7/6 20:14,2020/7/6 20:33,"3518",Lenox Ave & W 126 St,40.808442,-73.9452087,Edgecombe Ave & W 145 St,40.823498,-73.94386,"1984","1"
"16027","39663",2020/7/6 20:14,2020/7/6 20:48,"3914",West End Ave & W 78 St,40.783786,-73.981687,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,"1994","1"
"16028","39669",2020/7/6 20:14,2020/7/6 20:20,"3914",West End Ave & W 78 St,40.783786,-73.981687,W 84 St & Columbus Ave,40.78499979,-73.97283406,"1992","1"
"16029","39670",2020/7/6 20:14,2020/7/6 20:22,"435",W 21 St & 6 Ave,40.74173969,-73.99415556,W 15 St & 6 Ave,40.73804614,-73.99642959,"1966","1"
"16030","39672",2020/7/6 20:14,2020/7/6 20:54,"4009",Riverside Dr & W 145 St,40.827305,-73.951989,Riverside Dr & W 82 St,40.78720869,-73.98128127,"1986","2"
"16031","39674",2020/7/6 20:14,2020/7/6 21:05,"3960",Hamilton Pl & W 140 St,40.822756,-73.951346,Riverside Dr & W 104 St,40.8013434,-73.97114574,"1975","2"
"16032","39677",2020/7/6 20:14,2020/7/6 20:42,"492",W 33 St & 7 Ave,40.75019995,-73.99093085,Driggs Ave & N 9 St,40.71816969,-73.95520136,"1973","1"
"16033","39680",2020/7/6 20:14,2020/7/6 20:26,"3080",S 4 St & Rodney St,40.70934,-73.95608,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,"1990","1"
"16034","39681",2020/7/6 20:14,2020/7/6 20:39,"3780",Wyckoff Av & Stanhope St,40.703545,-73.917775,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,"1969","0"
"16035","39682",2020/7/6 20:14,2020/7/6 20:17,"195",Liberty St & Broadway,40.70905623,-74.01043382,William St & Pine St,40.70717936,-74.00887308,"1990","2"
"16036","39683",2020/7/6 20:14,2020/7/6 20:54,"4009",Riverside Dr & W 145 St,40.827305,-73.951989,Riverside Dr & W 82 St,40.78720869,-73.98128127,"1985","1"
"16037","39684",2020/7/6 20:14,2020/7/6 20:28,"260",Broad St & Bridge St,40.70365182,-74.01167797,Front St & Washington St,40.70255088,-73.98940236,"1973","1"
"16038","39685",2020/7/6 20:15,2020/7/6 20:20,"3812",University Pl & E 14 St,40.734814,-73.992085,Sullivan St & Washington Sq,40.73047747,-73.99906065,"1991","0"
"16039","39686",2020/7/6 20:15,2020/7/6 20:32,"304",Broadway & Battery Pl,40.70463334,-74.01361706,W 15 St & 7 Ave,40.73935542,-73.99931783,"1960","1"
"16040","39690",2020/7/6 20:15,2020/7/6 20:32,"304",Broadway & Battery Pl,40.70463334,-74.01361706,W 15 St & 7 Ave,40.73935542,-73.99931783,"1982","1"
"16041","39691",2020/7/6 20:15,2020/7/6 20:26,"3457",E 58 St & Madison Ave,40.76302594,-73.97209525,W 76 St & Columbus Ave,40.78018397,-73.97728533,"1990","2"
"16042","39694",2020/7/6 20:15,2020/7/6 20:30,"260",Broad St & Bridge St,40.70365182,-74.01167797,Forsyth St & Broome St,40.71893904,-73.99266288,"1969","0"
"16043","39696",2020/7/6 20:15,2020/7/6 20:27,"307",Canal St & Rutgers St,40.71427487,-73.98990025,E 2 St & 2 Ave,40.72502876,-73.99069656,"1992","1"
"16044","39699",2020/7/6 20:15,2020/7/6 20:42,"3168",Central Park West & W 85 St (old),40.78472675,-73.96961715,W 37 St & 5 Ave,40.75038009,-73.98338988,"1993","1"
"16045","39700",2020/7/6 20:15,2020/7/6 20:23,"540",Lexington Ave & E 29 St,40.74311555,-73.98215353,1 Ave & E 16 St,40.73221853,-73.98165557,"1969","0"
